geoid,name,,,In Labor Force,,Civilian Labor Force,,Employed,,unemployed,,Armed Forces,,Not in Labor Force
14000US39123050600,"Census Tract 506, Ottawa, OH",,,1768,,1763,,1641,,122,,5,,762
14000US39123050700,"Census Tract 507, Ottawa, OH",,,1730,,1730,,1653,,77,,0,,813
14000US39123050800,"Census Tract 508, Ottawa, OH",,,2095,,2095,,1974,,121,,0,,1428
14000US39123050900,"Census Tract 509, Ottawa, OH",,,2840,,2840,,2756,,84,,0,,1766
14000US39123051000,"Census Tract 510, Ottawa, OH",,,2205,,2205,,2078,,127,,0,,1611
14000US39123051100,"Census Tract 511, Ottawa, OH",,,2114,,2114,,2062,,52,,0,,1078
14000US39123051200,"Census Tract 512, Ottawa, OH",,,1784,,1784,,1697,,87,,0,,1183
14000US39125960100,"Census Tract 9601, Paulding, OH",,,1322,,1312,,1182,,130,,10,,881
14000US39125960200,"Census Tract 9602, Paulding, OH",,,2175,,2167,,2065,,102,,8,,1278
14000US39125960300,"Census Tract 9603, Paulding, OH",,,2173,,2173,,2102,,71,,0,,1170
14000US39125960400,"Census Tract 9604, Paulding, OH",,,1825,,1825,,1772,,53,,0,,1260
14000US39125960500,"Census Tract 9605, Paulding, OH",,,1707,,1707,,1600,,107,,0,,1182
14000US39127965800,"Census Tract 9658, Perry, OH",,,3905,,3889,,3632,,257,,16,,2357
14000US39127965900,"Census Tract 9659, Perry, OH",,,2933,,2933,,2763,,170,,0,,2445
14000US39127966000,"Census Tract 9660, Perry, OH",,,2269,,2269,,1975,,294,,0,,1717
14000US39127966100,"Census Tract 9661, Perry, OH",,,1771,,1771,,1610,,161,,0,,1390
14000US39127966200,"Census Tract 9662, Perry, OH",,,2786,,2786,,2579,,207,,0,,2135
14000US39127966300,"Census Tract 9663, Perry, OH",,,2625,,2625,,2477,,148,,0,,2028
14000US39129020100,"Census Tract 201, Pickaway, OH",,,785,,785,,714,,71,,0,,638
14000US39129020200,"Census Tract 202, Pickaway, OH",,,1057,,1057,,960,,97,,0,,1152
14000US39129020310,"Census Tract 203.10, Pickaway, OH",,,2551,,2551,,2438,,113,,0,,1821
14000US39129020320,"Census Tract 203.20, Pickaway, OH",,,1634,,1634,,1556,,78,,0,,1297
14000US39129020400,"Census Tract 204, Pickaway, OH",,,1015,,1015,,943,,72,,0,,945
14000US39129021100,"Census Tract 211, Pickaway, OH",,,3971,,3971,,3840,,131,,0,,2370
14000US39129021200,"Census Tract 212, Pickaway, OH",,,3971,,3971,,3685,,286,,0,,2008
14000US39129021300,"Census Tract 213, Pickaway, OH",,,0,,0,,0,,0,,0,,3897
14000US39129021401,"Census Tract 214.01, Pickaway, OH",,,1705,,1705,,1593,,112,,0,,913
14000US39129021402,"Census Tract 214.02, Pickaway, OH",,,3327,,3327,,3212,,115,,0,,1472
14000US39129021500,"Census Tract 215, Pickaway, OH",,,1976,,1976,,1889,,87,,0,,915
14000US39129021600,"Census Tract 216, Pickaway, OH",,,1644,,1644,,1571,,73,,0,,1183
14000US39129021700,"Census Tract 217, Pickaway, OH",,,2459,,2459,,2335,,124,,0,,1488
14000US39131952200,"Census Tract 9522, Pike, OH",,,2393,,2393,,2075,,318,,0,,2523
14000US39131952300,"Census Tract 9523, Pike, OH",,,2153,,2153,,1944,,209,,0,,1642
14000US39131952400,"Census Tract 9524, Pike, OH",,,1319,,1319,,1177,,142,,0,,1448
14000US39131952500,"Census Tract 9525, Pike, OH",,,1546,,1546,,1443,,103,,0,,1268
14000US39131952600,"Census Tract 9526, Pike, OH",,,2305,,2305,,2001,,304,,0,,2169
14000US39131952700,"Census Tract 9527, Pike, OH",,,1735,,1735,,1677,,58,,0,,1911
14000US39133600102,"Census Tract 6001.02, Portage, OH",,,2068,,2068,,1900,,168,,0,,1020
14000US39133600103,"Census Tract 6001.03, Portage, OH",,,3220,,3220,,3067,,153,,0,,1761
14000US39133600200,"Census Tract 6002, Portage, OH",,,3196,,3181,,3008,,173,,15,,1818
14000US39133600301,"Census Tract 6003.01, Portage, OH",,,4753,,4753,,4605,,148,,0,,2686
14000US39133600302,"Census Tract 6003.02, Portage, OH",,,3483,,3483,,3383,,100,,0,,1995
14000US39133600401,"Census Tract 6004.01, Portage, OH",,,3737,,3737,,3578,,159,,0,,1599
14000US39133600402,"Census Tract 6004.02, Portage, OH",,,2940,,2940,,2818,,122,,0,,1501
14000US39133600403,"Census Tract 6004.03, Portage, OH",,,2614,,2614,,2459,,155,,0,,1304
14000US39133600500,"Census Tract 6005, Portage, OH",,,2897,,2897,,2753,,144,,0,,1736
14000US39133600602,"Census Tract 6006.02, Portage, OH",,,1482,,1482,,1429,,53,,0,,764
14000US39133600603,"Census Tract 6006.03, Portage, OH",,,1876,,1876,,1663,,213,,0,,1023
14000US39133600703,"Census Tract 6007.03, Portage, OH",,,974,,974,,804,,170,,0,,496
14000US39133600704,"Census Tract 6007.04, Portage, OH",,,837,,837,,781,,56,,0,,528
14000US39133600705,"Census Tract 6007.05, Portage, OH",,,1449,,1449,,1346,,103,,0,,676
14000US39133600706,"Census Tract 6007.06, Portage, OH",,,1456,,1456,,1288,,168,,0,,981
14000US39133600800,"Census Tract 6008, Portage, OH",,,1797,,1797,,1623,,174,,0,,1074
14000US39133600901,"Census Tract 6009.01, Portage, OH",,,2074,,2074,,1835,,239,,0,,1104
14000US39133600902,"Census Tract 6009.02, Portage, OH",,,2953,,2953,,2608,,345,,0,,1304
14000US39133601000,"Census Tract 6010, Portage, OH",,,1141,,1141,,1045,,96,,0,,761
14000US39133601100,"Census Tract 6011, Portage, OH",,,2808,,2808,,2566,,242,,0,,2018
14000US39133601200,"Census Tract 6012, Portage, OH",,,2504,,2504,,2287,,217,,0,,1350
14000US39133601300,"Census Tract 6013, Portage, OH",,,4471,,4471,,4063,,408,,0,,1869
14000US39133601400,"Census Tract 6014, Portage, OH",,,2845,,2845,,2656,,189,,0,,1125
14000US39133601501,"Census Tract 6015.01, Portage, OH",,,1186,,1186,,1109,,77,,0,,550
14000US39133601502,"Census Tract 6015.02, Portage, OH",,,3524,,3518,,2949,,569,,6,,2645
14000US39133601503,"Census Tract 6015.03, Portage, OH",,,2729,,2729,,2503,,226,,0,,1266
14000US39133601600,"Census Tract 6016, Portage, OH",,,2341,,2341,,2102,,239,,0,,1260
14000US39133601701,"Census Tract 6017.01, Portage, OH",,,3618,,3618,,3508,,110,,0,,1604
14000US39133601702,"Census Tract 6017.02, Portage, OH",,,2982,,2982,,2795,,187,,0,,1638
14000US39133601801,"Census Tract 6018.01, Portage, OH",,,2229,,2229,,2114,,115,,0,,973
14000US39133601802,"Census Tract 6018.02, Portage, OH",,,2298,,2298,,2134,,164,,0,,1168
14000US39133601901,"Census Tract 6019.01, Portage, OH",,,1489,,1489,,1389,,100,,0,,660
14000US39133601902,"Census Tract 6019.02, Portage, OH",,,1435,,1435,,1218,,217,,0,,730
14000US39133602000,"Census Tract 6020, Portage, OH",,,3127,,3127,,3009,,118,,0,,1403
14000US39133602100,"Census Tract 6021, Portage, OH",,,3858,,3858,,3654,,204,,0,,2200
14000US39135400100,"Census Tract 4001, Preble, OH",,,1677,,1677,,1600,,77,,0,,878
14000US39135410100,"Census Tract 4101, Preble, OH",,,1082,,1082,,1008,,74,,0,,511
14000US39135420100,"Census Tract 4201, Preble, OH",,,2400,,2400,,2303,,97,,0,,1129
14000US39135430100,"Census Tract 4301, Preble, OH",,,1441,,1441,,1365,,76,,0,,769
14000US39135440100,"Census Tract 4401, Preble, OH",,,1767,,1767,,1648,,119,,0,,1196
14000US39135450100,"Census Tract 4501, Preble, OH",,,1034,,1034,,1022,,12,,0,,709
14000US39135455001,"Census Tract 4550.01, Preble, OH",,,1147,,1147,,1026,,121,,0,,778
14000US39135455002,"Census Tract 4550.02, Preble, OH",,,2399,,2399,,2221,,178,,0,,2215
14000US39135460100,"Census Tract 4601, Preble, OH",,,1340,,1340,,1268,,72,,0,,898
14000US39135470101,"Census Tract 4701.01, Preble, OH",,,1980,,1980,,1930,,50,,0,,857
14000US39135470102,"Census Tract 4701.02, Preble, OH",,,1997,,1997,,1811,,186,,0,,1303
14000US39135480100,"Census Tract 4801, Preble, OH",,,2367,,2367,,2235,,132,,0,,1243
14000US39137030100,"Census Tract 301, Putnam, OH",,,2165,,2165,,2145,,20,,0,,1385
14000US39137030200,"Census Tract 302, Putnam, OH",,,3198,,3198,,3078,,120,,0,,1374
14000US39137030300,"Census Tract 303, Putnam, OH",,,4214,,4214,,4023,,191,,0,,1744
14000US39137030400,"Census Tract 304, Putnam, OH",,,1863,,1863,,1813,,50,,0,,791
14000US39137030500,"Census Tract 305, Putnam, OH",,,1927,,1927,,1876,,51,,0,,884
14000US39137030600,"Census Tract 306, Putnam, OH",,,2216,,2206,,2176,,30,,10,,848
14000US39137030700,"Census Tract 307, Putnam, OH",,,2646,,2646,,2587,,59,,0,,1075
14000US39139000400,"Census Tract 4, Richland, OH",,,1005,,1005,,879,,126,,0,,872
14000US39139000500,"Census Tract 5, Richland, OH",,,1495,,1488,,1216,,272,,7,,1100
14000US39139000600,"Census Tract 6, Richland, OH",,,1416,,1416,,1219,,197,,0,,935
14000US39139000700,"Census Tract 7, Richland, OH",,,1266,,1266,,947,,319,,0,,763
14000US39139000800,"Census Tract 8, Richland, OH",,,1055,,1055,,1007,,48,,0,,817
14000US39139000900,"Census Tract 9, Richland, OH",,,1890,,1890,,1782,,108,,0,,1388
14000US39139001000,"Census Tract 10, Richland, OH",,,2319,,2319,,2207,,112,,0,,2060
14000US39139001100,"Census Tract 11, Richland, OH",,,1446,,1446,,1272,,174,,0,,1111
14000US39139001200,"Census Tract 12, Richland, OH",,,1840,,1840,,1664,,176,,0,,1299
14000US39139001300,"Census Tract 13, Richland, OH",,,1708,,1708,,1639,,69,,0,,839
14000US39139001400,"Census Tract 14, Richland, OH",,,1063,,1063,,1012,,51,,0,,804
14000US39139001500,"Census Tract 15, Richland, OH",,,834,,834,,679,,155,,0,,769
14000US39139001600,"Census Tract 16, Richland, OH",,,739,,739,,641,,98,,0,,732
14000US39139001700,"Census Tract 17, Richland, OH",,,280,,280,,252,,28,,0,,5206
14000US39139001800,"Census Tract 18, Richland, OH",,,1605,,1605,,1398,,207,,0,,1380
14000US39139001900,"Census Tract 19, Richland, OH",,,3027,,3027,,2803,,224,,0,,1955
14000US39139002000,"Census Tract 20, Richland, OH",,,2781,,2781,,2532,,249,,0,,1649
14000US39139002101,"Census Tract 21.01, Richland, OH",,,2294,,2294,,2149,,145,,0,,2001
14000US39139002102,"Census Tract 21.02, Richland, OH",,,2128,,2117,,2073,,44,,11,,1430
14000US39139002200,"Census Tract 22, Richland, OH",,,3103,,3045,,2890,,155,,58,,2122
14000US39139002300,"Census Tract 23, Richland, OH",,,2798,,2798,,2633,,165,,0,,2153
14000US39139002400,"Census Tract 24, Richland, OH",,,3082,,3082,,3042,,40,,0,,1763
14000US39139002500,"Census Tract 25, Richland, OH",,,1893,,1893,,1821,,72,,0,,1482
14000US39139002600,"Census Tract 26, Richland, OH",,,2473,,2473,,2221,,252,,0,,1263
14000US39139002700,"Census Tract 27, Richland, OH",,,2341,,2341,,2223,,118,,0,,1887
14000US39139002800,"Census Tract 28, Richland, OH",,,1629,,1629,,1539,,90,,0,,935
14000US39139002900,"Census Tract 29, Richland, OH",,,1996,,1982,,1933,,49,,14,,1020
14000US39139003001,"Census Tract 30.01, Richland, OH",,,2413,,2413,,2287,,126,,0,,1699
14000US39139003002,"Census Tract 30.02, Richland, OH",,,1826,,1826,,1725,,101,,0,,1089
14000US39139003100,"Census Tract 31, Richland, OH",,,674,,674,,547,,127,,0,,1031
14000US39141955500,"Census Tract 9555, Ross, OH",,,3244,,3228,,3020,,208,,16,,1744
14000US39141955601,"Census Tract 9556.01, Ross, OH",,,1131,,1131,,1045,,86,,0,,605
14000US39141955602,"Census Tract 9556.02, Ross, OH",,,195,,195,,160,,35,,0,,5028
14000US39141955603,"Census Tract 9556.03, Ross, OH",,,1976,,1976,,1837,,139,,0,,1177
14000US39141955700,"Census Tract 9557, Ross, OH",,,2572,,2572,,2331,,241,,0,,1638
14000US39141955800,"Census Tract 9558, Ross, OH",,,3456,,3456,,3247,,209,,0,,2791
14000US39141955900,"Census Tract 9559, Ross, OH",,,2198,,2198,,2157,,41,,0,,1248
14000US39141956000,"Census Tract 9560, Ross, OH",,,2743,,2743,,2559,,184,,0,,1938
14000US39141956100,"Census Tract 9561, Ross, OH",,,1869,,1869,,1683,,186,,0,,1246
14000US39141956200,"Census Tract 9562, Ross, OH",,,871,,871,,822,,49,,0,,756
14000US39141956300,"Census Tract 9563, Ross, OH",,,1263,,1263,,1209,,54,,0,,1249
14000US39141956400,"Census Tract 9564, Ross, OH",,,1206,,1206,,1118,,88,,0,,1164
14000US39141956500,"Census Tract 9565, Ross, OH",,,1568,,1568,,1458,,110,,0,,1300
14000US39141956600,"Census Tract 9566, Ross, OH",,,2464,,2464,,2310,,154,,0,,1684
14000US39141956700,"Census Tract 9567, Ross, OH",,,1801,,1801,,1712,,89,,0,,1754
14000US39141956800,"Census Tract 9568, Ross, OH",,,2435,,2435,,2151,,284,,0,,2168
14000US39141956900,"Census Tract 9569, Ross, OH",,,2146,,2144,,1773,,371,,2,,1560
14000US39143960800,"Census Tract 9608, Sandusky, OH",,,1840,,1840,,1791,,49,,0,,1176
14000US39143960900,"Census Tract 9609, Sandusky, OH",,,1653,,1653,,1549,,104,,0,,1154
14000US39143961000,"Census Tract 9610, Sandusky, OH",,,2017,,2017,,1932,,85,,0,,1195
14000US39143961100,"Census Tract 9611, Sandusky, OH",,,1963,,1963,,1829,,134,,0,,1138
14000US39143961200,"Census Tract 9612, Sandusky, OH",,,2186,,2186,,2126,,60,,0,,955
14000US39143961300,"Census Tract 9613, Sandusky, OH",,,1833,,1833,,1745,,88,,0,,1537
14000US39143961400,"Census Tract 9614, Sandusky, OH",,,1749,,1738,,1586,,152,,11,,720
14000US39143961500,"Census Tract 9615, Sandusky, OH",,,2179,,2179,,2084,,95,,0,,1014
14000US39143961600,"Census Tract 9616, Sandusky, OH",,,1460,,1460,,1169,,291,,0,,1258
14000US39143961700,"Census Tract 9617, Sandusky, OH",,,1323,,1323,,1289,,34,,0,,1094
14000US39143961800,"Census Tract 9618, Sandusky, OH",,,2094,,2094,,1942,,152,,0,,1062
14000US39143961900,"Census Tract 9619, Sandusky, OH",,,1800,,1800,,1650,,150,,0,,1007
14000US39143962000,"Census Tract 9620, Sandusky, OH",,,3275,,3275,,3151,,124,,0,,1470
14000US39143962100,"Census Tract 9621, Sandusky, OH",,,2315,,2315,,2294,,21,,0,,1405
14000US39143962200,"Census Tract 9622, Sandusky, OH",,,2383,,2373,,2297,,76,,10,,1236
14000US39145002100,"Census Tract 21, Scioto, OH",,,2027,,2027,,1899,,128,,0,,1855
14000US39145002200,"Census Tract 22, Scioto, OH",,,1524,,1524,,1356,,168,,0,,2531
14000US39145002300,"Census Tract 23, Scioto, OH",,,1887,,1887,,1748,,139,,0,,1719
14000US39145002400,"Census Tract 24, Scioto, OH",,,2246,,2246,,2074,,172,,0,,2466
14000US39145002500,"Census Tract 25, Scioto, OH",,,1406,,1406,,1319,,87,,0,,1061
14000US39145002600,"Census Tract 26, Scioto, OH",,,1554,,1554,,1517,,37,,0,,1634
14000US39145002700,"Census Tract 27, Scioto, OH",,,2224,,2224,,2118,,106,,0,,1456
14000US39145002800,"Census Tract 28, Scioto, OH",,,1667,,1667,,1537,,130,,0,,2012
14000US39145002900,"Census Tract 29, Scioto, OH",,,2682,,2682,,2596,,86,,0,,2294
14000US39145003000,"Census Tract 30, Scioto, OH",,,1504,,1504,,1419,,85,,0,,1740
14000US39145003100,"Census Tract 31, Scioto, OH",,,1047,,1047,,961,,86,,0,,1517
14000US39145003200,"Census Tract 32, Scioto, OH",,,639,,639,,534,,105,,0,,751
14000US39145003300,"Census Tract 33, Scioto, OH",,,938,,938,,864,,74,,0,,1002
14000US39145003400,"Census Tract 34, Scioto, OH",,,1400,,1400,,1074,,326,,0,,1388
14000US39145003500,"Census Tract 35, Scioto, OH",,,917,,900,,798,,102,,17,,1132
14000US39145003600,"Census Tract 36, Scioto, OH",,,808,,808,,721,,87,,0,,1504
14000US39145003700,"Census Tract 37, Scioto, OH",,,1120,,1120,,994,,126,,0,,1240
14000US39145003800,"Census Tract 38, Scioto, OH",,,2319,,2319,,2176,,143,,0,,1309
14000US39145003900,"Census Tract 39, Scioto, OH",,,1039,,1039,,949,,90,,0,,1254
14000US39145004000,"Census Tract 40, Scioto, OH",,,1632,,1632,,1509,,123,,0,,1560
14000US39147962500,"Census Tract 9625, Seneca, OH",,,2048,,2048,,2011,,37,,0,,1104
14000US39147962600,"Census Tract 9626, Seneca, OH",,,1996,,1996,,1897,,99,,0,,1268
14000US39147962700,"Census Tract 9627, Seneca, OH",,,1881,,1881,,1818,,63,,0,,873
14000US39147962800,"Census Tract 9628, Seneca, OH",,,1576,,1576,,1474,,102,,0,,1233
14000US39147962900,"Census Tract 9629, Seneca, OH",,,1832,,1832,,1700,,132,,0,,895
14000US39147963000,"Census Tract 9630, Seneca, OH",,,1519,,1519,,1325,,194,,0,,1280
14000US39147963100,"Census Tract 9631, Seneca, OH",,,2300,,2300,,2241,,59,,0,,1138
14000US39147963200,"Census Tract 9632, Seneca, OH",,,1934,,1934,,1827,,107,,0,,1210
14000US39147963300,"Census Tract 9633, Seneca, OH",,,1822,,1822,,1634,,188,,0,,1263
14000US39147963400,"Census Tract 9634, Seneca, OH",,,1902,,1902,,1743,,159,,0,,1750
14000US39147963500,"Census Tract 9635, Seneca, OH",,,1819,,1819,,1656,,163,,0,,936
14000US39147963600,"Census Tract 9636, Seneca, OH",,,2327,,2327,,2167,,160,,0,,1287
14000US39147963700,"Census Tract 9637, Seneca, OH",,,2446,,2446,,2397,,49,,0,,1963
14000US39147963800,"Census Tract 9638, Seneca, OH",,,2042,,2042,,1943,,99,,0,,1007
14000US39149971400,"Census Tract 9714, Shelby, OH",,,2195,,2195,,2145,,50,,0,,1129
14000US39149971500,"Census Tract 9715, Shelby, OH",,,3026,,3023,,2938,,85,,3,,1034
14000US39149971600,"Census Tract 9716, Shelby, OH",,,2619,,2619,,2557,,62,,0,,1206
14000US39149971700,"Census Tract 9717, Shelby, OH",,,2403,,2403,,2354,,49,,0,,1277
14000US39149971800,"Census Tract 9718, Shelby, OH",,,2501,,2501,,2349,,152,,0,,1390
14000US39149971900,"Census Tract 9719, Shelby, OH",,,2116,,2116,,2005,,111,,0,,1143
14000US39149972000,"Census Tract 9720, Shelby, OH",,,1735,,1735,,1559,,176,,0,,842
14000US39149972100,"Census Tract 9721, Shelby, OH",,,3416,,3416,,3079,,337,,0,,1401
14000US39149972200,"Census Tract 9722, Shelby, OH",,,2915,,2915,,2751,,164,,0,,1544
14000US39149972300,"Census Tract 9723, Shelby, OH",,,2881,,2881,,2693,,188,,0,,1116
14000US39151700100,"Census Tract 7001, Stark, OH",,,399,,399,,261,,138,,0,,666
14000US39151700200,"Census Tract 7002, Stark, OH",,,2816,,2816,,2400,,416,,0,,1557
14000US39151700300,"Census Tract 7003, Stark, OH",,,1221,,1221,,915,,306,,0,,853
14000US39151700400,"Census Tract 7004, Stark, OH",,,2724,,2724,,2501,,223,,0,,1179
14000US39151700500,"Census Tract 7005, Stark, OH",,,1087,,1087,,880,,207,,0,,813
14000US39151700600,"Census Tract 7006, Stark, OH",,,1694,,1694,,1563,,131,,0,,848
14000US39151700700,"Census Tract 7007, Stark, OH",,,4041,,4041,,3866,,175,,0,,2575
14000US39151700800,"Census Tract 7008, Stark, OH",,,2331,,2331,,2157,,174,,0,,728
14000US39151701000,"Census Tract 7010, Stark, OH",,,1619,,1619,,1438,,181,,0,,911
14000US39151701100,"Census Tract 7011, Stark, OH",,,1843,,1843,,1680,,163,,0,,795
14000US39151701200,"Census Tract 7012, Stark, OH",,,1803,,1803,,1656,,147,,0,,816
14000US39151701300,"Census Tract 7013, Stark, OH",,,1783,,1783,,1579,,204,,0,,1042
14000US39151701500,"Census Tract 7015, Stark, OH",,,1140,,1140,,980,,160,,0,,822
14000US39151701700,"Census Tract 7017, Stark, OH",,,1098,,1075,,976,,99,,23,,638
14000US39151701800,"Census Tract 7018, Stark, OH",,,781,,781,,659,,122,,0,,853
14000US39151702100,"Census Tract 7021, Stark, OH",,,1373,,1373,,1064,,309,,0,,1078
14000US39151702300,"Census Tract 7023, Stark, OH",,,1370,,1370,,935,,435,,0,,729
14000US39151702500,"Census Tract 7025, Stark, OH",,,1578,,1578,,1351,,227,,0,,927
14000US39151710200,"Census Tract 7102, Stark, OH",,,2012,,2012,,1639,,373,,0,,1342
14000US39151710300,"Census Tract 7103, Stark, OH",,,1649,,1649,,1396,,253,,0,,1090
14000US39151710400,"Census Tract 7104, Stark, OH",,,383,,383,,268,,115,,0,,508
14000US39151710500,"Census Tract 7105, Stark, OH",,,1925,,1925,,1653,,272,,0,,1473
14000US39151710600,"Census Tract 7106, Stark, OH",,,2598,,2598,,2444,,154,,0,,1487
14000US39151710700,"Census Tract 7107, Stark, OH",,,1665,,1665,,1616,,49,,0,,1591
14000US39151710800,"Census Tract 7108, Stark, OH",,,2554,,2554,,2380,,174,,0,,1998
14000US39151710900,"Census Tract 7109, Stark, OH",,,2490,,2490,,2421,,69,,0,,1118
14000US39151711000,"Census Tract 7110, Stark, OH",,,4045,,4045,,3929,,116,,0,,2319
14000US39151711111,"Census Tract 7111.11, Stark, OH",,,2447,,2447,,2390,,57,,0,,1318
14000US39151711112,"Census Tract 7111.12, Stark, OH",,,2553,,2553,,2489,,64,,0,,1199
14000US39151711121,"Census Tract 7111.21, Stark, OH",,,3753,,3753,,3563,,190,,0,,1408
14000US39151711122,"Census Tract 7111.22, Stark, OH",,,3042,,3042,,2887,,155,,0,,1547
14000US39151711202,"Census Tract 7112.02, Stark, OH",,,2290,,2290,,2194,,96,,0,,1004
14000US39151711211,"Census Tract 7112.11, Stark, OH",,,3895,,3895,,3737,,158,,0,,2255
14000US39151711212,"Census Tract 7112.12, Stark, OH",,,1384,,1384,,1309,,75,,0,,641
14000US39151711311,"Census Tract 7113.11, Stark, OH",,,4433,,4433,,4189,,244,,0,,2059
14000US39151711312,"Census Tract 7113.12, Stark, OH",,,3470,,3461,,3343,,118,,9,,1987
14000US39151711321,"Census Tract 7113.21, Stark, OH",,,1973,,1973,,1885,,88,,0,,1100
14000US39151711322,"Census Tract 7113.22, Stark, OH",,,1838,,1802,,1705,,97,,36,,1018
14000US39151711402,"Census Tract 7114.02, Stark, OH",,,3679,,3679,,3568,,111,,0,,1722
14000US39151711411,"Census Tract 7114.11, Stark, OH",,,1985,,1985,,1901,,84,,0,,1065
14000US39151711412,"Census Tract 7114.12, Stark, OH",,,2206,,2206,,2080,,126,,0,,1552
14000US39151711501,"Census Tract 7115.01, Stark, OH",,,2096,,2096,,1963,,133,,0,,1401
14000US39151711502,"Census Tract 7115.02, Stark, OH",,,1672,,1672,,1637,,35,,0,,1095
14000US39151711600,"Census Tract 7116, Stark, OH",,,3595,,3595,,3247,,348,,0,,1665
14000US39151711700,"Census Tract 7117, Stark, OH",,,2706,,2689,,2555,,134,,17,,1763
14000US39151711800,"Census Tract 7118, Stark, OH",,,2779,,2779,,2614,,165,,0,,1237
14000US39151711900,"Census Tract 7119, Stark, OH",,,2458,,2458,,2402,,56,,0,,1465
14000US39151712000,"Census Tract 7120, Stark, OH",,,1970,,1970,,1912,,58,,0,,1265
14000US39151712102,"Census Tract 7121.02, Stark, OH",,,3998,,3981,,3892,,89,,17,,2139
14000US39151712111,"Census Tract 7121.11, Stark, OH",,,3380,,3380,,3242,,138,,0,,2121
14000US39151712112,"Census Tract 7121.12, Stark, OH",,,922,,922,,903,,19,,0,,590
14000US39151712201,"Census Tract 7122.01, Stark, OH",,,2966,,2966,,2831,,135,,0,,2504
14000US39151712202,"Census Tract 7122.02, Stark, OH",,,2787,,2787,,2730,,57,,0,,1946
14000US39151712300,"Census Tract 7123, Stark, OH",,,3302,,3302,,3144,,158,,0,,1860
14000US39151712400,"Census Tract 7124, Stark, OH",,,3174,,3174,,2869,,305,,0,,2681
14000US39151712500,"Census Tract 7125, Stark, OH",,,1099,,1099,,1062,,37,,0,,541
14000US39151712601,"Census Tract 7126.01, Stark, OH",,,1422,,1422,,1382,,40,,0,,659
14000US39151712602,"Census Tract 7126.02, Stark, OH",,,2495,,2495,,2212,,283,,0,,1478
14000US39151712700,"Census Tract 7127, Stark, OH",,,2678,,2678,,2601,,77,,0,,1521
14000US39151712800,"Census Tract 7128, Stark, OH",,,2459,,2459,,2397,,62,,0,,1418
14000US39151712900,"Census Tract 7129, Stark, OH",,,1908,,1908,,1706,,202,,0,,1339
14000US39151713000,"Census Tract 7130, Stark, OH",,,2066,,2066,,1956,,110,,0,,1181
14000US39151713100,"Census Tract 7131, Stark, OH",,,2912,,2912,,2732,,180,,0,,1739
14000US39151713201,"Census Tract 7132.01, Stark, OH",,,3585,,3585,,3367,,218,,0,,2098
14000US39151713202,"Census Tract 7132.02, Stark, OH",,,995,,995,,978,,17,,0,,697
14000US39151713300,"Census Tract 7133, Stark, OH",,,2450,,2450,,2334,,116,,0,,1282
14000US39151713401,"Census Tract 7134.01, Stark, OH",,,2943,,2943,,2667,,276,,0,,1573
14000US39151713402,"Census Tract 7134.02, Stark, OH",,,2208,,2208,,2150,,58,,0,,1233
14000US39151713501,"Census Tract 7135.01, Stark, OH",,,2590,,2590,,2478,,112,,0,,1933
14000US39151713502,"Census Tract 7135.02, Stark, OH",,,2929,,2929,,2808,,121,,0,,1792
14000US39151713600,"Census Tract 7136, Stark, OH",,,1627,,1627,,1467,,160,,0,,660
14000US39151713700,"Census Tract 7137, Stark, OH",,,1121,,1121,,1028,,93,,0,,645
14000US39151713900,"Census Tract 7139, Stark, OH",,,1029,,1029,,896,,133,,0,,573
14000US39151714000,"Census Tract 7140, Stark, OH",,,2093,,2093,,1978,,115,,0,,1410
14000US39151714100,"Census Tract 7141, Stark, OH",,,1622,,1622,,1433,,189,,0,,927
14000US39151714200,"Census Tract 7142, Stark, OH",,,1062,,1062,,945,,117,,0,,697
14000US39151714302,"Census Tract 7143.02, Stark, OH",,,1921,,1921,,1748,,173,,0,,1241
14000US39151714400,"Census Tract 7144, Stark, OH",,,1887,,1887,,1762,,125,,0,,1124
14000US39151714600,"Census Tract 7146, Stark, OH",,,1865,,1857,,1743,,114,,8,,1761
14000US39151714701,"Census Tract 7147.01, Stark, OH",,,3012,,3012,,2910,,102,,0,,1906
14000US39151714702,"Census Tract 7147.02, Stark, OH",,,1557,,1557,,1467,,90,,0,,686
14000US39151714801,"Census Tract 7148.01, Stark, OH",,,3119,,3116,,2956,,160,,3,,1880
14000US39151714802,"Census Tract 7148.02, Stark, OH",,,1402,,1402,,1365,,37,,0,,1075
14000US39151714901,"Census Tract 7149.01, Stark, OH",,,1918,,1918,,1857,,61,,0,,1259
14000US39151714902,"Census Tract 7149.02, Stark, OH",,,1845,,1845,,1689,,156,,0,,1148
14000US39151715000,"Census Tract 7150, Stark, OH",,,1581,,1581,,1445,,136,,0,,669
14000US39153501100,"Census Tract 5011, Summit, OH",,,622,,622,,592,,30,,0,,533
14000US39153501700,"Census Tract 5017, Summit, OH",,,977,,977,,903,,74,,0,,462
14000US39153501800,"Census Tract 5018, Summit, OH",,,443,,443,,409,,34,,0,,321
14000US39153501900,"Census Tract 5019, Summit, OH",,,722,,722,,553,,169,,0,,897
14000US39153502101,"Census Tract 5021.01, Summit, OH",,,1574,,1574,,1456,,118,,0,,1105
14000US39153502102,"Census Tract 5021.02, Summit, OH",,,2031,,2031,,1814,,217,,0,,2119
